,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
910,1299647.0,1.0,1.0,3.0,5/7/2020,470734.5247,3.0,0.0,,0.0,0.0,0.0,1.0,1.0,18.0,82.0,VANCOUVER                                                                                           ,
911,1300771.0,0.0,0.0,3.0,4/9/2020,485138.8245,4.0,1.0,,0.0,0.0,0.0,1.0,1.0,12.0,62.0,LANGLEY                                                                                             ,
912,1301177.0,1.0,1.0,3.0,2/3/2021,5.7,1.0,1.0,45448.0137,0.0,1.0,0.0,0.0,1.0,30.0,56.0,MISSION                                                                                             ,
913,1303394.0,0.0,0.0,3.0,2/18/2021,82207.2,2.0,1.0,,0.0,1.0,1110.025148,0.0,1.0,0.0,50.0,MAPLE RIDGE                                                                                         ,
914,1303508.0,1.0,1.0,3.0,2/19/2021,7925.37,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,37.0,83.0,SURREY                                                                                              ,
915,1304427.0,1.0,1.0,3.0,5/13/2020,455982.288,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,46.0,GARIBALDI HIGHLANDS                                                                                 ,
916,1304623.0,1.0,1.0,3.0,1/6/2021,575869.81,4.0,0.0,,0.0,1.0,1907.535375,0.0,1.0,1.0,41.0,VANCOUVER                                                                                           ,
917,1304674.0,0.0,0.0,3.0,9/18/2020,1084.11,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,4.0,53.0,RICHMOND                                                                                            ,
918,1304752.0,0.0,0.0,3.0,5/8/2020,971.47,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,45.0,28.0,VANCOUVER                                                                                           ,
919,1306839.0,0.0,0.0,3.0,12/8/2020,46894.44,3.0,0.0,,0.0,1.0,888.4721423,0.0,1.0,105.0,46.0,SURREY                                                                                              ,
920,1308461.0,1.0,1.0,3.0,4/29/2020,0.0,1.0,0.0,,0.0,1.0,1580.613092,0.0,1.0,0.0,69.0,NORTH VANCOUVER                                                                                     ,
921,1309739.0,1.0,1.0,3.0,12/9/2020,10049.06,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,51.0,BURNABY                                                                                             ,
922,1311953.0,0.0,0.0,3.0,1/7/2021,20421.51,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,15.0,42.0,DELTA                                                                                               ,
923,1314281.0,1.0,1.0,3.0,2/1/2021,27699.13,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,6.0,60.0,VANCOUVER                                                                                           ,
924,1315571.0,0.0,0.0,3.0,9/2/2020,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,57.0,NORTH VANCOUVER                                                                                     ,
925,1316550.0,0.0,0.0,3.0,4/1/2020,604484.2,3.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,36.0,COQUITLAM                                                                                           ,
926,1319053.0,0.0,0.0,3.0,4/17/2020,415623.6917,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,70.0,BURNABY                                                                                             ,
927,1319505.0,1.0,1.0,3.0,12/15/2020,5.0,1.0,0.0,275519.9892,0.0,1.0,0.0,0.0,1.0,0.0,43.0,SURREY                                                                                              ,
928,1319732.0,0.0,0.0,3.0,6/28/2020,163.57,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,65.0,ABBOTSFORD                                                                                          ,
929,1322259.0,0.0,0.0,3.0,8/21/2020,7.44,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,24.0,54.0,PORT COQUITLAM                                                                                      ,
930,1322397.0,0.0,0.0,3.0,8/28/2020,22202.62,4.0,1.0,,1.0,1.0,386.3375494,0.0,1.0,17.0,63.0,VANCOUVER                                                                                           ,
931,1323022.0,1.0,1.0,3.0,7/8/2020,144656.79,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,3.0,59.0,NORTH VANCOUVER                                                                                     ,
932,1324696.0,0.0,0.0,3.0,5/5/2020,31.83,1.0,1.0,,0.0,1.0,818.4710069,0.0,1.0,0.0,52.0,SURREY                                                                                              ,
933,1324808.0,0.0,0.0,3.0,2/13/2021,1048204.31,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,80.0,SIDNEY                                                                                              ,
934,1327888.0,0.0,0.0,3.0,12/21/2020,10621.72,2.0,1.0,,0.0,1.0,622.724163,0.0,1.0,53.0,67.0,PORT MOODY                                                                                          ,
935,1329179.0,1.0,1.0,3.0,11/4/2020,974128.52,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,36.0,SURREY                                                                                              ,
936,1331138.0,0.0,0.0,3.0,9/11/2020,31.83,1.0,1.0,,0.0,1.0,1598.15271,0.0,1.0,0.0,57.0,PORT COQUITLAM                                                                                      ,
937,1331967.0,0.0,0.0,3.0,6/24/2020,702140.59,4.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,75.0,MAYNE ISLAND                                                                                        ,
938,1332488.0,0.0,0.0,3.0,11/4/2020,523.73,2.0,0.0,,0.0,1.0,2517.706884,0.0,1.0,14.0,51.0,VANCOUVER                                                                                           ,
939,1335948.0,1.0,1.0,3.0,4/30/2020,821921.1524,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,41.0,COQUITLAM                                                                                           ,
940,1336432.0,0.0,0.0,3.0,5/8/2020,936.71,1.0,0.0,,0.0,1.0,81.05804722,0.0,1.0,7.0,36.0,ABBOTSFORD                                                                                          ,
941,1336644.0,1.0,1.0,3.0,2/17/2021,574744.18,2.0,1.0,,0.0,1.0,735.5035037,0.0,1.0,0.0,57.0,RICHMOND                                                                                            ,
942,1336977.0,0.0,0.0,3.0,8/28/2020,2476.36,1.0,0.0,,0.0,1.0,2035.227441,0.0,1.0,0.0,65.0,MILL BAY                                                                                            ,
943,1338076.0,0.0,0.0,3.0,4/7/2020,546357.4431,2.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,75.0,BURNABY                                                                                             ,
944,1338719.0,1.0,1.0,3.0,2/3/2021,420.26,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,19.0,57.0,PORT COQUITLAM                                                                                      ,
945,1340570.0,1.0,1.0,3.0,4/20/2020,448164.0374,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,34.0,59.0,NORTH VANCOUVER                                                                                     ,
946,1340852.0,0.0,0.0,3.0,9/15/2020,1236718.86,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,74.0,BURNABY                                                                                             ,
947,1345210.0,0.0,0.0,3.0,7/24/2020,118.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,48.0,VANCOUVER                                                                                           ,
948,1347815.0,0.0,0.0,3.0,7/23/2020,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,58.0,VANCOUVER                                                                                           ,
949,1348035.0,1.0,1.0,3.0,11/4/2020,222435.01,5.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,59.0,BURNABY                                                                                             ,
950,1349061.0,0.0,0.0,3.0,7/6/2020,336.8,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,57.0,75.0,VICTORIA                                                                                            ,
951,1349370.0,0.0,0.0,3.0,3/23/2020,991386.73,2.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,65.0,VANCOUVER                                                                                           ,
952,1350100.0,1.0,1.0,3.0,4/29/2020,457042.8469,1.0,1.0,,0.0,1.0,346.4246023,1.0,1.0,9.0,46.0,VANCOUVER                                                                                           ,
953,1352216.0,0.0,0.0,3.0,4/24/2020,637245.0514,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,8.0,37.0,PITT MEADOWS                                                                                        ,
954,1352533.0,1.0,1.0,3.0,3/23/2020,454944.6969,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,54.0,VANCOUVER                                                                                           ,
955,1355627.0,0.0,0.0,3.0,12/15/2020,11770.11,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,2.0,70.0,VANCOUVER                                                                                           ,
956,1356582.0,0.0,0.0,3.0,7/27/2020,11185.26,3.0,1.0,,0.0,1.0,0.0,0.0,1.0,93.0,70.0,BURNABY                                                                                             ,
957,1356928.0,1.0,1.0,3.0,3/21/2020,8060.22,6.0,1.0,,0.0,1.0,0.0,0.0,1.0,7.0,65.0,VANCOUVER                                                                                           ,
958,1358301.0,0.0,0.0,3.0,6/3/2020,6747.09,3.0,0.0,81765.00637,0.0,0.0,0.0,0.0,1.0,2.0,60.0,BURNABY                                                                                             ,
959,1359372.0,1.0,1.0,3.0,9/16/2020,1033.74,2.0,1.0,,0.0,1.0,1681.944279,0.0,1.0,90.0,52.0,PORT COQUITLAM                                                                                      ,
960,1361791.0,0.0,0.0,3.0,8/5/2020,15024.0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,53.0,COQUITLAM                                                                                           ,
961,1365338.0,0.0,0.0,3.0,6/22/2020,15787.95,2.0,1.0,,0.0,1.0,1274.784568,0.0,1.0,0.0,64.0,SURREY                                                                                              ,
962,1367772.0,0.0,0.0,3.0,9/16/2020,1527.36,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,29.0,47.0,GARIBALDI HIGHLANDS                                                                                 ,
963,1368557.0,0.0,0.0,3.0,2/10/2021,2324.95,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,4.0,43.0,SURREY                                                                                              ,
964,1370020.0,1.0,1.0,3.0,4/21/2020,464051.3232,1.0,1.0,,0.0,1.0,546.2641154,1.0,1.0,70.0,41.0,BURNABY                                                                                             ,
965,1370144.0,0.0,0.0,3.0,5/26/2020,135.19,1.0,0.0,,0.0,1.0,407.3677775,0.0,1.0,0.0,66.0,BURNABY                                                                                             ,
966,1371986.0,0.0,0.0,3.0,8/25/2020,7500.14,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,51.0,NEW WESTMINSTER                                                                                     ,
967,1372285.0,1.0,1.0,3.0,8/20/2020,109.92,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,6.0,39.0,CALGARY                                                                                             ,
968,1373578.0,0.0,0.0,3.0,6/8/2020,485027.34,3.0,1.0,,0.0,1.0,2362.993866,0.0,1.0,0.0,64.0,PORT COQUITLAM                                                                                      ,
969,1375544.0,1.0,1.0,3.0,3/27/2020,693899.23,2.0,0.0,62154.00832,0.0,0.0,0.0,1.0,1.0,0.0,38.0,SURREY                                                                                              ,
970,1379548.0,0.0,0.0,3.0,8/14/2020,2690.09,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,57.0,MISSION                                                                                             ,
971,1380833.0,1.0,1.0,3.0,8/11/2020,916.89,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,18.0,49.0,BURNABY                                                                                             ,
972,1381840.0,1.0,1.0,3.0,4/23/2020,408060.3924,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,61.0,VANCOUVER                                                                                           ,
973,1382976.0,0.0,0.0,3.0,6/15/2020,483639.7765,1.0,1.0,,1.0,1.0,311.8599792,1.0,1.0,0.0,52.0,MAPLE RIDGE                                                                                         ,
974,1383033.0,0.0,0.0,3.0,6/18/2020,6172.23,1.0,1.0,234632.3673,0.0,0.0,0.0,0.0,1.0,4.0,38.0,NORTH VANCOUVER                                                                                     ,
975,1383721.0,1.0,1.0,3.0,1/6/2021,2896.41,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,24.0,62.0,SECHELT                                                                                             ,
976,1386040.0,0.0,0.0,3.0,4/17/2020,1506.32,4.0,1.0,,1.0,0.0,0.0,0.0,1.0,17.0,44.0,BURNABY                                                                                             ,
977,1386579.0,0.0,0.0,3.0,5/15/2020,932.03,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,45.0,38.0,PORT COQUITLAM                                                                                      ,
978,1388732.0,0.0,0.0,3.0,11/7/2020,13091.5,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,40.0,SURREY                                                                                              ,
979,1390866.0,0.0,0.0,3.0,11/2/2020,2793.25,3.0,0.0,,0.0,1.0,601.0181975,0.0,1.0,40.0,45.0,VANCOUVER                                                                                           ,
980,1391233.0,0.0,0.0,3.0,9/10/2020,4705.49,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,79.0,BURNABY                                                                                             ,
981,1393298.0,0.0,0.0,3.0,7/8/2020,0.0,1.0,1.0,,0.0,1.0,2149.683786,0.0,1.0,0.0,50.0,CHILLIWACK                                                                                          ,
982,1393473.0,1.0,1.0,3.0,12/1/2020,946515.72,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,58.0,PORT COQUITLAM                                                                                      ,
983,1394629.0,1.0,1.0,3.0,8/28/2020,728232.29,2.0,1.0,,0.0,1.0,897.8511622,0.0,1.0,0.0,37.0,MISSION                                                                                             ,
984,1400417.0,0.0,0.0,3.0,4/22/2020,1284150.56,2.0,0.0,,0.0,1.0,2173.643787,1.0,1.0,7.0,52.0,SURREY                                                                                              ,
985,1402964.0,0.0,0.0,3.0,9/17/2020,8017.28,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,5.0,35.0,NEW WESTMINSTER                                                                                     ,
986,1403275.0,0.0,0.0,3.0,7/17/2020,968.03,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,54.0,DELTA                                                                                               ,
987,1406281.0,0.0,0.0,3.0,12/8/2020,448608.62,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,72.0,VANCOUVER                                                                                           ,
988,1408126.0,0.0,0.0,3.0,6/10/2020,903592.87,3.0,1.0,,1.0,1.0,0.0,1.0,1.0,5.0,66.0,PARKSVILLE                                                                                          ,
989,1409468.0,1.0,1.0,3.0,12/9/2020,990858.47,2.0,0.0,268565.5329,0.0,1.0,0.0,0.0,1.0,9.0,53.0,SURREY                                                                                              ,
990,1409477.0,1.0,1.0,3.0,4/15/2020,471994.1184,3.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,65.0,DELTA                                                                                               ,
991,1410221.0,1.0,1.0,3.0,5/11/2020,448068.0335,2.0,1.0,,0.0,1.0,1862.357563,1.0,1.0,26.0,48.0,ABBOTSFORD                                                                                          ,
992,1413339.0,0.0,0.0,3.0,12/22/2020,3319.25,3.0,1.0,,0.0,1.0,1213.809671,0.0,1.0,6.0,66.0,VANCOUVER                                                                                           ,
993,1414414.0,1.0,1.0,3.0,12/10/2020,12102.71,1.0,0.0,,0.0,1.0,544.1762973,0.0,1.0,3.0,46.0,SURREY                                                                                              ,
994,1414812.0,0.0,0.0,3.0,4/29/2020,8046.96,1.0,1.0,,0.0,1.0,346.4246023,0.0,1.0,9.0,46.0,VANCOUVER                                                                                           ,
995,1415552.0,1.0,1.0,3.0,5/27/2020,2003.94,2.0,1.0,,1.0,1.0,326.5946016,0.0,1.0,6.0,44.0,BURNABY                                                                                             ,
996,1416322.0,0.0,0.0,3.0,2/5/2021,0.04,1.0,0.0,,0.0,1.0,1989.826445,0.0,1.0,0.0,57.0,ALDERGROVE                                                                                          ,
997,1427820.0,0.0,0.0,3.0,5/26/2020,4487.25,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,68.0,RICHMOND                                                                                            ,
998,1430506.0,0.0,0.0,3.0,5/28/2020,458759.1139,3.0,1.0,,1.0,1.0,1427.292583,1.0,1.0,34.0,61.0,BURNABY                                                                                             ,
999,1431553.0,0.0,0.0,3.0,2/1/2021,17457.13,1.0,0.0,,1.0,1.0,1334.706439,0.0,1.0,9.0,58.0,NEW WESTMINSTER                                                                                     ,
1000,1432177.0,0.0,0.0,3.0,12/15/2020,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,51.0,SURREY                                                                                              ,
1001,1435263.0,1.0,1.0,3.0,5/6/2020,497900.1645,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,27.0,74.0,VANCOUVER                                                                                           ,
1002,1435943.0,0.0,0.0,3.0,12/16/2020,790000.0,2.0,0.0,,0.0,1.0,492.053062,0.0,1.0,0.0,35.0,VANCOUVER                                                                                           ,
1003,1436614.0,1.0,1.0,3.0,2/11/2021,2518.07,2.0,1.0,,0.0,1.0,1655.06144,0.0,1.0,89.0,56.0,VANCOUVER                                                                                           ,
1004,1437703.0,1.0,1.0,3.0,12/9/2020,2818.97,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,63.0,56.0,BURNABY                                                                                             ,
1005,1438320.0,0.0,0.0,3.0,12/22/2020,2550.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,46.0,VANCOUVER                                                                                           ,
1006,1441231.0,0.0,0.0,3.0,3/30/2020,2027.02,3.0,0.0,,0.0,1.0,0.0,0.0,1.0,30.0,66.0,ROBERTS CREEK                                                                                       ,
1007,1441232.0,0.0,0.0,3.0,9/2/2020,950.81,1.0,1.0,,1.0,1.0,613.4602209,0.0,1.0,35.0,44.0,MAPLE RIDGE                                                                                         ,
1008,1448164.0,1.0,1.0,3.0,2/10/2021,998252.03,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,77.0,SURREY                                                                                              ,
1009,1449400.0,0.0,0.0,3.0,11/7/2020,942567.59,4.0,1.0,,0.0,0.0,0.0,0.0,1.0,15.0,71.0,BURNABY                                                                                             ,
1010,1449789.0,0.0,0.0,3.0,8/24/2020,251052.74,2.0,1.0,,1.0,1.0,515.2689907,0.0,1.0,0.0,34.0,SURREY                                                                                              ,
1011,1450806.0,0.0,0.0,3.0,6/10/2020,903592.87,3.0,1.0,,1.0,1.0,0.0,0.0,1.0,5.0,66.0,PARKSVILLE                                                                                          ,
1012,1454827.0,1.0,1.0,3.0,7/25/2020,1200.01,1.0,1.0,,0.0,1.0,2068.493428,0.0,1.0,0.0,39.0,VANCOUVER                                                                                           ,
1013,1456538.0,0.0,0.0,3.0,8/27/2020,884694.68,3.0,0.0,,1.0,1.0,1769.469499,0.0,1.0,4.0,55.0,PORT COQUITLAM                                                                                      ,
1014,1458482.0,0.0,0.0,3.0,4/2/2020,566113.62,2.0,1.0,,0.0,1.0,816.743606,0.0,1.0,2.0,57.0,MAPLE RIDGE                                                                                         ,
1015,1463264.0,1.0,1.0,3.0,3/23/2020,991386.73,2.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,53.0,VANCOUVER                                                                                           ,
1016,1463991.0,0.0,0.0,3.0,4/23/2020,5.0,1.0,1.0,,0.0,1.0,1541.082293,0.0,1.0,0.0,70.0,NEW WESTMINSTER                                                                                     ,
1017,1465260.0,0.0,0.0,3.0,1/6/2021,1055170.44,3.0,1.0,,1.0,1.0,2137.396462,0.0,1.0,71.0,39.0,GIBSONS                                                                                             ,
1018,1467272.0,0.0,0.0,3.0,6/8/2020,3200.44,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,59.0,VANCOUVER                                                                                           ,
1019,1467417.0,0.0,0.0,3.0,7/22/2020,2205.06,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,39.0,BURNABY                                                                                             ,
1020,1468475.0,0.0,0.0,3.0,3/26/2020,1322000.44,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,57.0,MISSION                                                                                             ,
1021,1469442.0,0.0,0.0,3.0,9/11/2020,56552.7,2.0,1.0,,1.0,1.0,2020.528586,0.0,1.0,4.0,59.0,VANCOUVER                                                                                           ,
1022,1469573.0,1.0,1.0,3.0,3/27/2020,682860.1642,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,51.0,NORTH VANCOUVER                                                                                     ,
1023,1472123.0,0.0,0.0,3.0,2/13/2021,2.65,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,42.0,WHITE ROCK                                                                                          ,
1024,1473743.0,1.0,1.0,3.0,1/18/2021,383.34,2.0,1.0,,1.0,1.0,0.0,0.0,1.0,8.0,67.0,PORT MOODY                                                                                          ,
1025,1473831.0,0.0,0.0,3.0,6/9/2020,453819.5944,2.0,1.0,151681.5522,0.0,0.0,0.0,1.0,1.0,29.0,34.0,COQUITLAM                                                                                           ,
1026,1476271.0,1.0,1.0,3.0,5/5/2020,673370.9785,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,61.0,HOPE                                                                                                ,
1027,1477079.0,0.0,0.0,3.0,5/25/2020,473388.2899,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,117.0,51.0,PITT MEADOWS                                                                                        ,
1028,1477142.0,0.0,0.0,3.0,2/10/2021,121.79,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,23.0,76.0,RICHMOND                                                                                            ,
1029,1478640.0,0.0,0.0,3.0,8/22/2020,515.97,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,32.0,LANGLEY                                                                                             ,
1030,1479233.0,0.0,0.0,3.0,8/22/2020,19312.34,3.0,0.0,,0.0,1.0,1693.051543,0.0,1.0,9.0,36.0,DELTA                                                                                               ,
1031,1481724.0,1.0,1.0,3.0,7/10/2020,5051.99,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.0,41.0,VANCOUVER                                                                                           ,
1032,1482984.0,0.0,0.0,3.0,1/8/2021,254497.0,2.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,33.0,PORT MOODY                                                                                          ,
1033,1483253.0,1.0,1.0,3.0,6/18/2020,0.02,1.0,1.0,118805.2789,0.0,1.0,699.2722415,0.0,1.0,0.0,50.0,SURREY                                                                                              ,
1034,1483908.0,0.0,0.0,3.0,5/25/2020,171.04,1.0,0.0,,0.0,1.0,256.3379487,0.0,1.0,1.0,83.0,SURREY                                                                                              ,
1035,1484588.0,0.0,0.0,3.0,1/5/2021,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,79.0,NORTH VANCOUVER                                                                                     ,
1036,1485224.0,0.0,0.0,3.0,7/17/2020,210683.63,2.0,1.0,,1.0,1.0,964.6751413,0.0,1.0,0.0,46.0,PORT COQUITLAM                                                                                      ,
1037,1485975.0,0.0,0.0,3.0,5/4/2020,498755.24,2.0,1.0,284435.5378,1.0,1.0,1263.735733,1.0,1.0,0.0,47.0,VANCOUVER                                                                                           ,
1038,1487897.0,0.0,0.0,3.0,6/18/2020,463112.8136,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,53.0,SURREY                                                                                              ,
1039,1491063.0,0.0,0.0,3.0,8/4/2020,7.65,1.0,0.0,,0.0,1.0,2009.601983,0.0,1.0,0.0,40.0,NORTH VANCOUVER                                                                                     ,
1040,1492454.0,0.0,0.0,3.0,8/12/2020,293347.16,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,60.0,VICTORIA                                                                                            ,
1041,1493163.0,0.0,0.0,3.0,5/12/2020,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,43.0,SURREY                                                                                              ,
1042,1493228.0,0.0,0.0,3.0,11/4/2020,18.53,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,42.0,55.0,SALT SPRING ISLAND                                                                                  ,
1043,1493319.0,0.0,0.0,3.0,6/25/2020,1820.99,2.0,0.0,172079.2923,0.0,1.0,0.0,0.0,1.0,0.0,64.0,NORTH VANCOUVER                                                                                     ,
1044,1495217.0,0.0,0.0,3.0,12/13/2020,76506.55,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,5.0,37.0,ABBOTSFORD                                                                                          ,
1045,1495226.0,0.0,0.0,3.0,7/14/2020,964084.71,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.0,48.0,WEST VANCOUVER                                                                                      ,
1046,1495382.0,0.0,0.0,3.0,6/18/2020,558497.71,2.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,68.0,SURREY                                                                                              ,
1047,1496321.0,0.0,0.0,3.0,4/24/2020,632078.4755,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,57.0,PORT MOODY                                                                                          ,
1048,1497683.0,1.0,1.0,3.0,2/4/2021,873831.77,4.0,1.0,297369.83,0.0,1.0,0.0,0.0,1.0,2.0,82.0,LANGLEY                                                                                             ,
1049,1498210.0,0.0,0.0,3.0,4/15/2020,450308.13,3.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,61.0,DELTA                                                                                               ,
1050,1498589.0,1.0,1.0,3.0,12/8/2020,0.0,3.0,1.0,,0.0,1.0,1560.90536,0.0,1.0,0.0,27.0,CHILLIWACK                                                                                          ,
1051,1499824.0,0.0,0.0,3.0,8/22/2020,1356.6,2.0,0.0,,0.0,1.0,609.0121376,0.0,1.0,35.0,44.0,ABBOTSFORD                                                                                          ,
1052,1501240.0,1.0,1.0,3.0,12/14/2020,8905.41,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,77.0,SURREY                                                                                              ,
1053,1503772.0,1.0,1.0,3.0,12/23/2020,7508.05,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,9.0,68.0,NORTH VANCOUVER                                                                                     ,
1054,1504315.0,1.0,1.0,3.0,7/16/2020,9952.7,1.0,1.0,,0.0,1.0,438.9870227,0.0,1.0,23.0,53.0,COQUITLAM                                                                                           ,
1055,1504772.0,0.0,0.0,3.0,5/6/2020,2608.04,2.0,1.0,,0.0,1.0,811.3140267,0.0,1.0,38.0,27.0,NORTH VANCOUVER                                                                                     ,
1056,1508313.0,0.0,0.0,3.0,7/29/2020,16566.65,4.0,0.0,,0.0,1.0,0.0,0.0,1.0,30.0,47.0,HOPE                                                                                                ,
1057,1509337.0,0.0,0.0,3.0,8/20/2020,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,45.0,NEW WESTMINSTER                                                                                     ,
1058,1509947.0,0.0,0.0,3.0,4/8/2020,7593.9,2.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,70.0,VANCOUVER                                                                                           ,
1059,1511230.0,1.0,1.0,3.0,9/16/2020,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,54.0,SURREY                                                                                              ,
1060,1518330.0,0.0,0.0,3.0,5/13/2020,1015.26,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,57.0,RICHMOND                                                                                            ,
1061,1518392.0,0.0,0.0,3.0,5/12/2020,414391.1245,1.0,1.0,,0.0,1.0,1514.700249,1.0,1.0,43.0,42.0,BURNABY                                                                                             ,
1062,1519344.0,1.0,1.0,3.0,4/15/2020,464093.0562,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,2.0,51.0,BURNABY                                                                                             ,
1063,1519554.0,0.0,0.0,3.0,6/11/2020,45671.23,3.0,0.0,,0.0,1.0,640.7344276,0.0,1.0,37.0,38.0,NEW WESTMINSTER                                                                                     ,
1064,1521178.0,1.0,1.0,3.0,12/4/2020,3175.83,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,5.0,52.0,BURNABY                                                                                             ,
1065,1525862.0,0.0,0.0,3.0,6/23/2020,3.6,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,57.0,VANCOUVER                                                                                           ,
1066,1529841.0,0.0,0.0,3.0,4/15/2020,250000.0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,64.0,SURREY                                                                                              ,
1067,1529908.0,0.0,0.0,3.0,11/7/2020,0.0,1.0,1.0,,0.0,1.0,2220.005766,0.0,1.0,0.0,58.0,DELTA                                                                                               ,
1068,1532526.0,1.0,1.0,3.0,1/18/2021,13010.53,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,81.0,SURREY                                                                                              ,
1069,1533151.0,0.0,0.0,3.0,12/17/2020,1415.0,1.0,0.0,,0.0,1.0,954.2564308,0.0,1.0,0.0,76.0,VANCOUVER                                                                                           ,
